,state,city,cases,st_date,lat,lon,maxt,mint,soil,rain,week,year,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
35,West Bengal,Jalpaiguri,189,01-08-2013 00:00,25.837576,90.059631,31.21285711,23.75857135,57.32823181,8.5,33,2013,86.05320849,23.75857135,24.78428568,25.725714,25.73000009,26.82571466,25.94571413,18.21571405,20.72285707,20.72285707,22.12857137,8.5,9,1.828571429,2.366666667,6.683333333,7.166666667,4.9,0,0,7.4,31.21285711,32.78857122,33.49000113,33.6314294,33.18714305,34.08142907,29.79428591,32.03000041,32.03000041,32.38428606,57.32823181,57.53794225,64.60736752,58.79311562,66.34122181,70.89539528,38.4027977,39.47049951,39.47049951,46.02836561,86.05320849,87.43043954,77.3468192,80.1343362,77.484969,83.17920249,65.68863024,61.76300049,61.76300049,69.31742641
36,West Bengal,Burdwan,86,15-08-2013 00:00,23.6069558,87.1110305,31.84428515,25.14714296,70.88541508,15.525,35,2013,89.00522395,25.14714296,23.75857135,24.78428568,25.725714,25.73000009,26.82571466,25.94571413,18.21571405,20.72285707,20.72285707,15.525,8.5,9,1.828571429,2.366666667,6.683333333,7.166666667,4.9,0,0,31.84428515,31.21285711,32.78857122,33.49000113,33.6314294,33.18714305,34.08142907,29.79428591,32.03000041,32.03000041,70.88541508,57.32823181,57.53794225,64.60736752,58.79311562,66.34122181,70.89539528,38.4027977,39.47049951,39.47049951,89.00522395,86.05320849,87.43043954,77.3468192,80.1343362,77.484969,83.17920249,65.68863024,61.76300049,61.76300049
37,West Bengal,Burdwan,17,29-08-2013 00:00,23.6888636,86.9660638,33.51285716,25.33571434,72.54458618,9.15,36,2013,83.38630131,25.33571434,25.14714296,23.75857135,24.78428568,25.725714,25.73000009,26.82571466,25.94571413,18.21571405,20.72285707,9.15,15.525,8.5,9,1.828571429,2.366666667,6.683333333,7.166666667,4.9,0,33.51285716,31.84428515,31.21285711,32.78857122,33.49000113,33.6314294,33.18714305,34.08142907,29.79428591,32.03000041,72.54458618,70.88541508,57.32823181,57.53794225,64.60736752,58.79311562,66.34122181,70.89539528,38.4027977,39.47049951,83.38630131,89.00522395,86.05320849,87.43043954,77.3468192,80.1343362,77.484969,83.17920249,65.68863024,61.76300049
38,West Bengal,"Darjeeling, Jalpaiguri",530,30-08-2013 00:00,26.7271012,88.3952861,29.50857108,21.37857165,85.75823212,37,36,2013,90.02729906,21.37857165,25.33571434,25.14714296,23.75857135,24.78428568,25.725714,25.73000009,26.82571466,25.94571413,18.21571405,37,9.15,15.525,8.5,9,1.828571429,2.366666667,6.683333333,7.166666667,4.9,29.50857108,33.51285716,31.84428515,31.21285711,32.78857122,33.49000113,33.6314294,33.18714305,34.08142907,29.79428591,85.75823212,72.54458618,70.88541508,57.32823181,57.53794225,64.60736752,58.79311562,66.34122181,70.89539528,38.4027977,90.02729906,83.38630131,89.00522395,86.05320849,87.43043954,77.3468192,80.1343362,77.484969,83.17920249,65.68863024
39,West Bengal,Nadia,35,20-08-2013 00:00,23.7295581,88.5299428,33.274286,25.99428558,53.43123118,0,36,2013,85.15936715,25.99428558,21.37857165,25.33571434,25.14714296,23.75857135,24.78428568,25.725714,25.73000009,26.82571466,25.94571413,0,37,9.15,15.525,8.5,9,1.828571429,2.366666667,6.683333333,7.166666667,33.274286,29.50857108,33.51285716,31.84428515,31.21285711,32.78857122,33.49000113,33.6314294,33.18714305,34.08142907,53.43123118,85.75823212,72.54458618,70.88541508,57.32823181,57.53794225,64.60736752,58.79311562,66.34122181,70.89539528,85.15936715,90.02729906,83.38630131,89.00522395,86.05320849,87.43043954,77.3468192,80.1343362,77.484969,83.17920249
40,West Bengal,Nadia,26,28-08-2013 00:00,23.3599623,88.6057854,33.274286,25.99428558,46.16474279,1.72,36,2013,85.76613944,25.99428558,25.99428558,21.37857165,25.33571434,25.14714296,23.75857135,24.78428568,25.725714,25.73000009,26.82571466,1.72,0,37,9.15,15.525,8.5,9,1.828571429,2.366666667,6.683333333,33.274286,33.274286,29.50857108,33.51285716,31.84428515,31.21285711,32.78857122,33.49000113,33.6314294,33.18714305,46.16474279,53.43123118,85.75823212,72.54458618,70.88541508,57.32823181,57.53794225,64.60736752,58.79311562,66.34122181,85.76613944,85.15936715,90.02729906,83.38630131,89.00522395,86.05320849,87.43043954,77.3468192,80.1343362,77.484969
41,West Bengal,Nadia,26,15-08-2013 00:00,23.2691698,88.3814257,33.13428552,26.07571466,63.46680705,5.02,38,2013,85.96790532,26.07571466,25.99428558,25.99428558,21.37857165,25.33571434,25.14714296,23.75857135,24.78428568,25.725714,25.73000009,5.02,1.72,0,37,9.15,15.525,8.5,9,1.828571429,2.366666667,33.13428552,33.274286,33.274286,29.50857108,33.51285716,31.84428515,31.21285711,32.78857122,33.49000113,33.6314294,63.46680705,46.16474279,53.43123118,85.75823212,72.54458618,70.88541508,57.32823181,57.53794225,64.60736752,58.79311562,85.96790532,85.76613944,85.15936715,90.02729906,83.38630131,89.00522395,86.05320849,87.43043954,77.3468192,80.1343362
42,West Bengal,Murshidabad,27,05-10-2013 00:00,24.1279467,88.6904272,32.1404,23.87564,53.72651,11.13333333,42,2013,85.82609013,23.87564,26.07571466,25.99428558,25.99428558,21.37857165,25.33571434,25.14714296,23.75857135,24.78428568,25.725714,11.13333333,5.02,1.72,0,37,9.15,15.525,8.5,9,1.828571429,32.1404,33.13428552,33.274286,33.274286,29.50857108,33.51285716,31.84428515,31.21285711,32.78857122,33.49000113,53.72651,63.46680705,46.16474279,53.43123118,85.75823212,72.54458618,70.88541508,57.32823181,57.53794225,64.60736752,85.82609013,85.96790532,85.76613944,85.15936715,90.02729906,83.38630131,89.00522395,86.05320849,87.43043954,77.3468192
43,West Bengal,Jalpaiguri,76,16-10-2013 00:00,26.573409,89.015979,26.54428591,17.9014285,73.44122791,4.84,43,2013,80.62010738,17.9014285,23.87564,26.07571466,25.99428558,25.99428558,21.37857165,25.33571434,25.14714296,23.75857135,24.78428568,4.84,11.13333333,5.02,1.72,0,37,9.15,15.525,8.5,9,26.54428591,32.1404,33.13428552,33.274286,33.274286,29.50857108,33.51285716,31.84428515,31.21285711,32.78857122,73.44122791,53.72651,63.46680705,46.16474279,53.43123118,85.75823212,72.54458618,70.88541508,57.32823181,57.53794225,80.62010738,85.82609013,85.96790532,85.76613944,85.15936715,90.02729906,83.38630131,89.00522395,86.05320849,87.43043954
44,West Bengal,Nadia,51,23-10-2013 00:00,23.3943067,88.3811903,31,20.16142872,72.70899963,0,44,2013,74.19552067,20.16142872,17.9014285,23.87564,26.07571466,25.99428558,25.99428558,21.37857165,25.33571434,25.14714296,23.75857135,0,4.84,11.13333333,5.02,1.72,0,37,9.15,15.525,8.5,31,26.54428591,32.1404,33.13428552,33.274286,33.274286,29.50857108,33.51285716,31.84428515,31.21285711,72.70899963,73.44122791,53.72651,63.46680705,46.16474279,53.43123118,85.75823212,72.54458618,70.88541508,57.32823181,74.19552067,80.62010738,85.82609013,85.96790532,85.76613944,85.15936715,90.02729906,83.38630131,89.00522395,86.05320849
45,West Bengal,Tumkur,18,08-08-2014 00:00,12.9832529,77.5957328,31.14999962,20.95857157,66.19567566,3.48,33,2014,78.38724518,20.95857157,20.16142872,17.9014285,23.87564,26.07571466,25.99428558,25.99428558,21.37857165,25.33571434,25.14714296,3.48,0,4.84,11.13333333,5.02,1.72,0,37,9.15,15.525,31.14999962,31,26.54428591,32.1404,33.13428552,33.274286,33.274286,29.50857108,33.51285716,31.84428515,66.19567566,72.70899963,73.44122791,53.72651,63.46680705,46.16474279,53.43123118,85.75823212,72.54458618,70.88541508,78.38724518,74.19552067,80.62010738,85.82609013,85.96790532,85.76613944,85.15936715,90.02729906,83.38630131,89.00522395
46,West Bengal,North 24 Parganas,48,14-08-2014 00:00,22.7969417,88.7758503,32.98000009,26.61428588,63.58085378,8.885714286,34,2014,86.74552591,26.61428588,20.95857157,20.16142872,17.9014285,23.87564,26.07571466,25.99428558,25.99428558,21.37857165,25.33571434,8.885714286,3.48,0,4.84,11.13333333,5.02,1.72,0,37,9.15,32.98000009,31.14999962,31,26.54428591,32.1404,33.13428552,33.274286,33.274286,29.50857108,33.51285716,63.58085378,66.19567566,72.70899963,73.44122791,53.72651,63.46680705,46.16474279,53.43123118,85.75823212,72.54458618,86.74552591,78.38724518,74.19552067,80.62010738,85.82609013,85.96790532,85.76613944,85.15936715,90.02729906,83.38630131
47,West Bengal,North 24 Parganas,647,14-08-2014 00:00,22.6236287,88.44098,32.98000009,26.61428588,29.72048068,5.933333333,34,2014,82.51858956,26.61428588,26.61428588,20.95857157,20.16142872,17.9014285,23.87564,26.07571466,25.99428558,25.99428558,21.37857165,5.933333333,8.885714286,3.48,0,4.84,11.13333333,5.02,1.72,0,37,32.98000009,32.98000009,31.14999962,31,26.54428591,32.1404,33.13428552,33.274286,33.274286,29.50857108,29.72048068,63.58085378,66.19567566,72.70899963,73.44122791,53.72651,63.46680705,46.16474279,53.43123118,85.75823212,82.51858956,86.74552591,78.38724518,74.19552067,80.62010738,85.82609013,85.96790532,85.76613944,85.15936715,90.02729906
48,West Bengal,Hooghly,59,29-08-2014 00:00,22.7606996,87.7628028,32.17714282,26.23285702,48.90840531,6.26,35,2014,88.97592272,26.23285702,26.61428588,26.61428588,20.95857157,20.16142872,17.9014285,23.87564,26.07571466,25.99428558,25.99428558,6.26,5.933333333,8.885714286,3.48,0,4.84,11.13333333,5.02,1.72,0,32.17714282,32.98000009,32.98000009,31.14999962,31,26.54428591,32.1404,33.13428552,33.274286,33.274286,48.90840531,29.72048068,63.58085378,66.19567566,72.70899963,73.44122791,53.72651,63.46680705,46.16474279,53.43123118,88.97592272,82.51858956,86.74552591,78.38724518,74.19552067,80.62010738,85.82609013,85.96790532,85.76613944,85.15936715
49,West Bengal,Hooghly,164,29-08-2014 00:00,22.6603528,88.1901046,32.22142846,26.37714277,56.10475159,15.28,35,2014,85.10073744,26.37714277,26.23285702,26.61428588,26.61428588,20.95857157,20.16142872,17.9014285,23.87564,26.07571466,25.99428558,15.28,6.26,5.933333333,8.885714286,3.48,0,4.84,11.13333333,5.02,1.72,32.22142846,32.17714282,32.98000009,32.98000009,31.14999962,31,26.54428591,32.1404,33.13428552,33.274286,56.10475159,48.90840531,29.72048068,63.58085378,66.19567566,72.70899963,73.44122791,53.72651,63.46680705,46.16474279,85.10073744,88.97592272,82.51858956,86.74552591,78.38724518,74.19552067,80.62010738,85.82609013,85.96790532,85.76613944
50,West Bengal,North 24 Parganas,884,11-08-2014 00:00,22.8380751,88.7036731,32.22142846,26.37714277,44.41297198,6,35,2014,87.83250754,26.37714277,26.37714277,26.23285702,26.61428588,26.61428588,20.95857157,20.16142872,17.9014285,23.87564,26.07571466,6,15.28,6.26,5.933333333,8.885714286,3.48,0,4.84,11.13333333,5.02,32.22142846,32.22142846,32.17714282,32.98000009,32.98000009,31.14999962,31,26.54428591,32.1404,33.13428552,44.41297198,56.10475159,48.90840531,29.72048068,63.58085378,66.19567566,72.70899963,73.44122791,53.72651,63.46680705,87.83250754,85.10073744,88.97592272,82.51858956,86.74552591,78.38724518,74.19552067,80.62010738,85.82609013,85.96790532
51,West Bengal,Birbhum,152,29-09-2014 00:00,24.2858676,87.8228952,33.66428593,25.86142867,76.46726036,2.18,36,2014,82.0142528,25.86142867,26.37714277,26.37714277,26.23285702,26.61428588,26.61428588,20.95857157,20.16142872,17.9014285,23.87564,2.18,6,15.28,6.26,5.933333333,8.885714286,3.48,0,4.84,11.13333333,33.66428593,32.22142846,32.22142846,32.17714282,32.98000009,32.98000009,31.14999962,31,26.54428591,32.1404,76.46726036,44.41297198,56.10475159,48.90840531,29.72048068,63.58085378,66.19567566,72.70899963,73.44122791,53.72651,82.0142528,87.83250754,85.10073744,88.97592272,82.51858956,86.74552591,78.38724518,74.19552067,80.62010738,85.82609013
52,West Bengal,North 24 Parganas,225,22-09-2014 00:00,22.6872009,88.6494589,32.60571453,25.61857169,46.8028903,6.55,41,2014,81.97210148,25.61857169,25.86142867,26.37714277,26.37714277,26.23285702,26.61428588,26.61428588,20.95857157,20.16142872,17.9014285,6.55,2.18,6,15.28,6.26,5.933333333,8.885714286,3.48,0,4.84,32.60571453,33.66428593,32.22142846,32.22142846,32.17714282,32.98000009,32.98000009,31.14999962,31,26.54428591,46.8028903,76.46726036,44.41297198,56.10475159,48.90840531,29.72048068,63.58085378,66.19567566,72.70899963,73.44122791,81.97210148,82.0142528,87.83250754,85.10073744,88.97592272,82.51858956,86.74552591,78.38724518,74.19552067,80.62010738
53,West Bengal,Birbhum,28,10-07-2014 00:00,24.5104696,87.8275599,30.96285738,20.47285707,54.73252392,0,43,2014,76.74308559,20.47285707,25.61857169,25.86142867,26.37714277,26.37714277,26.23285702,26.61428588,26.61428588,20.95857157,20.16142872,0,6.55,2.18,6,15.28,6.26,5.933333333,8.885714286,3.48,0,30.96285738,32.60571453,33.66428593,32.22142846,32.22142846,32.17714282,32.98000009,32.98000009,31.14999962,31,54.73252392,46.8028903,76.46726036,44.41297198,56.10475159,48.90840531,29.72048068,63.58085378,66.19567566,72.70899963,76.74308559,81.97210148,82.0142528,87.83250754,85.10073744,88.97592272,82.51858956,86.74552591,78.38724518,74.19552067
54,West Bengal,Birbhum,82,07-10-2014 00:00,24.2975043,87.8270133,30.96285738,20.47285707,51.57202721,0.25,43,2014,75.66626413,20.47285707,20.47285707,25.61857169,25.86142867,26.37714277,26.37714277,26.23285702,26.61428588,26.61428588,20.95857157,0.25,0,6.55,2.18,6,15.28,6.26,5.933333333,8.885714286,3.48,30.96285738,30.96285738,32.60571453,33.66428593,32.22142846,32.22142846,32.17714282,32.98000009,32.98000009,31.14999962,51.57202721,54.73252392,46.8028903,76.46726036,44.41297198,56.10475159,48.90840531,29.72048068,63.58085378,66.19567566,75.66626413,76.74308559,81.97210148,82.0142528,87.83250754,85.10073744,88.97592272,82.51858956,86.74552591,78.38724518
55,West Bengal,Malda,32,28-10-2014 00:00,24.8786824,88.0184185,30.76857104,18.6285711,51.76805496,0,44,2014,72.01400103,18.6285711,20.47285707,20.47285707,25.61857169,25.86142867,26.37714277,26.37714277,26.23285702,26.61428588,26.61428588,0,0.25,0,6.55,2.18,6,15.28,6.26,5.933333333,8.885714286,30.76857104,30.96285738,30.96285738,32.60571453,33.66428593,32.22142846,32.22142846,32.17714282,32.98000009,32.98000009,51.76805496,51.57202721,54.73252392,46.8028903,76.46726036,44.41297198,56.10475159,48.90840531,29.72048068,63.58085378,72.01400103,75.66626413,76.74308559,81.97210148,82.0142528,87.83250754,85.10073744,88.97592272,82.51858956,86.74552591
56,West Bengal,Malda,76,28-10-2014 00:00,24.8069707,87.9657961,32.1404,23.87564,51.79607678,0,44,2014,72.01400103,23.87564,18.6285711,20.47285707,20.47285707,25.61857169,25.86142867,26.37714277,26.37714277,26.23285702,26.61428588,0,0,0.25,0,6.55,2.18,6,15.28,6.26,5.933333333,32.1404,30.76857104,30.96285738,30.96285738,32.60571453,33.66428593,32.22142846,32.22142846,32.17714282,32.98000009,51.79607678,51.76805496,51.57202721,54.73252392,46.8028903,76.46726036,44.41297198,56.10475159,48.90840531,29.72048068,72.01400103,72.01400103,75.66626413,76.74308559,81.97210148,82.0142528,87.83250754,85.10073744,88.97592272,82.51858956
57,West Bengal,Hooghly,39,13-11-2014 00:00,22.751128,88.3405544,29.387143,15.42857156,40.33594465,0,47,2014,61.49310575,15.42857156,23.87564,18.6285711,20.47285707,20.47285707,25.61857169,25.86142867,26.37714277,26.37714277,26.23285702,0,0,0,0.25,0,6.55,2.18,6,15.28,6.26,29.387143,32.1404,30.76857104,30.96285738,30.96285738,32.60571453,33.66428593,32.22142846,32.22142846,32.17714282,40.33594465,51.79607678,51.76805496,51.57202721,54.73252392,46.8028903,76.46726036,44.41297198,56.10475159,48.90840531,61.49310575,72.01400103,72.01400103,75.66626413,76.74308559,81.97210148,82.0142528,87.83250754,85.10073744,88.97592272
58,West Bengal,Murshidabad,77,31-10-2014 00:00,24.7177564,87.9328282,32.1404,23.87564,42.86406708,0,47,2014,64.60750144,23.87564,15.42857156,23.87564,18.6285711,20.47285707,20.47285707,25.61857169,25.86142867,26.37714277,26.37714277,0,0,0,0,0.25,0,6.55,2.18,6,15.28,32.1404,29.387143,32.1404,30.76857104,30.96285738,30.96285738,32.60571453,33.66428593,32.22142846,32.22142846,42.86406708,40.33594465,51.79607678,51.76805496,51.57202721,54.73252392,46.8028903,76.46726036,44.41297198,56.10475159,64.60750144,61.49310575,72.01400103,72.01400103,75.66626413,76.74308559,81.97210148,82.0142528,87.83250754,85.10073744
59,West Bengal,Hooghly,40,13-11-2014 00:00,22.751128,88.3405544,25.27714266,12.67857143,68.1693449,0,51,2014,65.45255661,12.67857143,23.87564,15.42857156,23.87564,18.6285711,20.47285707,20.47285707,25.61857169,25.86142867,26.37714277,0,0,0,0,0,0.25,0,6.55,2.18,6,25.27714266,32.1404,29.387143,32.1404,30.76857104,30.96285738,30.96285738,32.60571453,33.66428593,32.22142846,68.1693449,42.86406708,40.33594465,51.79607678,51.76805496,51.57202721,54.73252392,46.8028903,76.46726036,44.41297198,65.45255661,64.60750144,61.49310575,72.01400103,72.01400103,75.66626413,76.74308559,81.97210148,82.0142528,87.83250754
60,West Bengal,Nadia,108,28-08-2015 00:00,23.9977554,88.6623921,32.1404,23.87564,62.82605457,0,36,2015,79.91918509,23.87564,12.67857143,23.87564,15.42857156,23.87564,18.6285711,20.47285707,20.47285707,25.61857169,25.86142867,0,0,0,0,0,0,0.25,0,6.55,2.18,32.1404,25.27714266,32.1404,29.387143,32.1404,30.76857104,30.96285738,30.96285738,32.60571453,33.66428593,62.82605457,68.1693449,42.86406708,40.33594465,51.79607678,51.76805496,51.57202721,54.73252392,46.8028903,76.46726036,79.91918509,65.45255661,64.60750144,61.49310575,72.01400103,72.01400103,75.66626413,76.74308559,81.97210148,82.0142528
61,West Bengal,Purba Medinipur,41,27-08-2015 00:00,22.3996017,87.818129,35.33857128,26.45571409,27.51227904,12.75,36,2015,76.00084468,26.45571409,23.87564,12.67857143,23.87564,15.42857156,23.87564,18.6285711,20.47285707,20.47285707,25.61857169,12.75,0,0,0,0,0,0,0.25,0,6.55,35.33857128,32.1404,25.27714266,32.1404,29.387143,32.1404,30.76857104,30.96285738,30.96285738,32.60571453,27.51227904,62.82605457,68.1693449,42.86406708,40.33594465,51.79607678,51.76805496,51.57202721,54.73252392,46.8028903,76.00084468,79.91918509,65.45255661,64.60750144,61.49310575,72.01400103,72.01400103,75.66626413,76.74308559,81.97210148
62,West Bengal,Burdwan,36,11-09-2015 00:00,23.2666054,87.8726204,34.40000044,25.43142891,16.99436506,3.6,37,2015,79.37663923,25.43142891,26.45571409,23.87564,12.67857143,23.87564,15.42857156,23.87564,18.6285711,20.47285707,20.47285707,3.6,12.75,0,0,0,0,0,0,0.25,0,34.40000044,35.33857128,32.1404,25.27714266,32.1404,29.387143,32.1404,30.76857104,30.96285738,30.96285738,16.99436506,27.51227904,62.82605457,68.1693449,42.86406708,40.33594465,51.79607678,51.76805496,51.57202721,54.73252392,79.37663923,76.00084468,79.91918509,65.45255661,64.60750144,61.49310575,72.01400103,72.01400103,75.66626413,76.74308559
63,West Bengal,Nadia,123,28-08-2015 00:00,23.9977554,88.6623921,32.1404,23.87564,62.88134098,0,37,2015,78.34334346,23.87564,25.43142891,26.45571409,23.87564,12.67857143,23.87564,15.42857156,23.87564,18.6285711,20.47285707,0,3.6,12.75,0,0,0,0,0,0,0.25,32.1404,34.40000044,35.33857128,32.1404,25.27714266,32.1404,29.387143,32.1404,30.76857104,30.96285738,62.88134098,16.99436506,27.51227904,62.82605457,68.1693449,42.86406708,40.33594465,51.79607678,51.76805496,51.57202721,78.34334346,79.37663923,76.00084468,79.91918509,65.45255661,64.60750144,61.49310575,72.01400103,72.01400103,75.66626413
64,West Bengal,Purba Medinipur,41,02-08-2015 00:00,22.2763539,87.9034439,33.61285727,26.72142873,15.04186217,9.78,37,2015,81.17518834,26.72142873,23.87564,25.43142891,26.45571409,23.87564,12.67857143,23.87564,15.42857156,23.87564,18.6285711,9.78,0,3.6,12.75,0,0,0,0,0,0,33.61285727,32.1404,34.40000044,35.33857128,32.1404,25.27714266,32.1404,29.387143,32.1404,30.76857104,15.04186217,62.88134098,16.99436506,27.51227904,62.82605457,68.1693449,42.86406708,40.33594465,51.79607678,51.76805496,81.17518834,78.34334346,79.37663923,76.00084468,79.91918509,65.45255661,64.60750144,61.49310575,72.01400103,72.01400103
65,West Bengal,Burdwan,36,11-09-2015 00:00,23.2666054,87.8726204,34.27285603,24.20142855,36.12052727,17.1,39,2015,75.29116712,24.20142855,26.72142873,23.87564,25.43142891,26.45571409,23.87564,12.67857143,23.87564,15.42857156,23.87564,17.1,9.78,0,3.6,12.75,0,0,0,0,0,34.27285603,33.61285727,32.1404,34.40000044,35.33857128,32.1404,25.27714266,32.1404,29.387143,32.1404,36.12052727,15.04186217,62.88134098,16.99436506,27.51227904,62.82605457,68.1693449,42.86406708,40.33594465,51.79607678,75.29116712,81.17518834,78.34334346,79.37663923,76.00084468,79.91918509,65.45255661,64.60750144,61.49310575,72.01400103
66,West Bengal,Purba Medinipur,40,22-09-2015 00:00,22.3764734,87.8616789,34.10000011,25.76285716,69.27982426,41.5,39,2015,75.45950862,25.76285716,24.20142855,26.72142873,23.87564,25.43142891,26.45571409,23.87564,12.67857143,23.87564,15.42857156,41.5,17.1,9.78,0,3.6,12.75,0,0,0,0,34.10000011,34.27285603,33.61285727,32.1404,34.40000044,35.33857128,32.1404,25.27714266,32.1404,29.387143,69.27982426,36.12052727,15.04186217,62.88134098,16.99436506,27.51227904,62.82605457,68.1693449,42.86406708,40.33594465,75.45950862,75.29116712,81.17518834,78.34334346,79.37663923,76.00084468,79.91918509,65.45255661,64.60750144,61.49310575
67,West Bengal,Birbhum,26,24-09-2015 00:00,23.932103,87.7851063,34.61571394,24.82142857,47.42972565,1.1,40,2015,75.170784,24.82142857,25.76285716,24.20142855,26.72142873,23.87564,25.43142891,26.45571409,23.87564,12.67857143,23.87564,1.1,41.5,17.1,9.78,0,3.6,12.75,0,0,0,34.61571394,34.10000011,34.27285603,33.61285727,32.1404,34.40000044,35.33857128,32.1404,25.27714266,32.1404,47.42972565,69.27982426,36.12052727,15.04186217,62.88134098,16.99436506,27.51227904,62.82605457,68.1693449,42.86406708,75.170784,75.45950862,75.29116712,81.17518834,78.34334346,79.37663923,76.00084468,79.91918509,65.45255661,64.60750144
68,West Bengal,Birbhum,112,24-09-2015 00:00,23.932103,87.7851063,33.43857193,23.20571436,45.08861033,18.7,41,2015,73.00211225,23.20571436,24.82142857,25.76285716,24.20142855,26.72142873,23.87564,25.43142891,26.45571409,23.87564,12.67857143,18.7,1.1,41.5,17.1,9.78,0,3.6,12.75,0,0,33.43857193,34.61571394,34.10000011,34.27285603,33.61285727,32.1404,34.40000044,35.33857128,32.1404,25.27714266,45.08861033,47.42972565,69.27982426,36.12052727,15.04186217,62.88134098,16.99436506,27.51227904,62.82605457,68.1693449,73.00211225,75.170784,75.45950862,75.29116712,81.17518834,78.34334346,79.37663923,76.00084468,79.91918509,65.45255661
69,West Bengal,Birbhum,286,05-10-2015 00:00,24.4404094,87.8573107,33.01428522,22.6528571,50.15117836,2.95,42,2015,76.54967172,22.6528571,23.20571436,24.82142857,25.76285716,24.20142855,26.72142873,23.87564,25.43142891,26.45571409,23.87564,2.95,18.7,1.1,41.5,17.1,9.78,0,3.6,12.75,0,33.01428522,33.43857193,34.61571394,34.10000011,34.27285603,33.61285727,32.1404,34.40000044,35.33857128,32.1404,50.15117836,45.08861033,47.42972565,69.27982426,36.12052727,15.04186217,62.88134098,16.99436506,27.51227904,62.82605457,76.54967172,73.00211225,75.170784,75.45950862,75.29116712,81.17518834,78.34334346,79.37663923,76.00084468,79.91918509
